id,character,jis,joyo,kanken,primary_school
6078,飮,2,0,0,0
6079,餃,2,0,1,0
6080,餉,2,0,1,0
6081,餒,2,0,1,0
6082,餔,2,0,1,0
6083,餘,2,0,0,0
6084,餝,2,0,0,0
6085,餞,2,0,1,0
6086,餠,2,0,0,0
6087,餡,2,0,1,0
6088,餤,2,0,1,0
6089,餬,2,0,1,0
6090,餮,2,0,1,0
6091,餽,2,0,1,0
6092,餾,2,0,1,0
6093,饂,2,0,1,0
6094,饅,2,0,1,0
6095,饉,2,0,1,0
6096,饋,2,0,1,0
6097,饌,2,0,1,0
6098,饐,2,0,1,0
6099,饑,2,0,1,0
6100,饒,2,0,1,0
6101,饕,2,0,1,0
6102,馗,2,0,1,0
6103,馘,2,0,1,0
6104,馥,2,0,1,0
6105,馭,2,0,1,0
6106,馮,2,0,1,0
6107,馼,2,0,0,0
6108,駑,2,0,1,0
6109,駘,2,0,1,0
6110,駛,2,0,1,0
6111,駝,2,0,1,0
6112,駟,2,0,1,0
6113,駢,2,0,1,0
6114,駭,2,0,1,0
6115,駮,2,0,1,0
6116,駱,2,0,1,0
6117,駲,2,0,0,0
6118,駸,2,0,1,0
6119,駻,2,0,1,0
6120,騁,2,0,1,0
6121,騅,2,0,1,0
6122,騏,2,0,1,0
6123,騙,2,0,1,0
6124,騫,2,0,1,0
6125,騷,2,0,0,0
6126,騾,2,0,1,0
6127,驀,2,0,1,0
6128,驂,2,0,1,0
6129,驃,2,0,1,0
6130,驅,2,0,0,0
6131,驍,2,0,1,0
6132,驕,2,0,1,0
6133,驗,2,0,0,0
6134,驛,2,0,0,0
6135,驟,2,0,1,0
6136,驢,2,0,1,0
6137,驤,2,0,1,0
6138,驥,2,0,1,0
6139,驩,2,0,1,0
6140,驪,2,0,1,0
6141,驫,2,0,0,0
6142,骭,2,0,1,0
6143,骰,2,0,1,0
6144,骼,2,0,1,0
6145,髀,2,0,1,0
6146,髏,2,0,1,0
6147,髑,2,0,1,0
6148,髓,2,0,0,0
6149,體,2,0,0,0
6150,髞,2,0,0,0
6151,髟,2,0,0,0
6152,髢,2,0,1,0
6153,髣,2,0,1,0
6154,髦,2,0,1,0
6155,髫,2,0,1,0
6156,髮,2,0,0,0
6157,髯,2,0,1,0
6158,髱,2,0,1,0
6159,髴,2,0,1,0
6160,髷,2,0,1,0
6161,髻,2,0,1,0
6162,鬆,2,0,1,0
6163,鬘,2,0,1,0
6164,鬚,2,0,1,0
6165,鬟,2,0,1,0
6166,鬢,2,0,1,0
6167,鬣,2,0,1,0
6168,鬥,2,0,0,0
6169,鬧,2,0,1,0
6170,鬨,2,0,1,0
6171,鬩,2,0,1,0
6172,鬪,2,0,0,0
6173,鬮,2,0,1,0
6174,鬯,2,0,1,0
6175,鬱,2,1,2,0
6176,鬲,2,0,0,0
6177,鬻,2,0,1,0
6178,魃,2,0,1,0
6179,魄,2,0,1,0
6180,魍,2,0,1,0
6181,魎,2,0,1,0
6182,魏,2,0,1,0
6183,魑,2,0,1,0
6184,魘,2,0,1,0
6185,魴,2,0,1,0
6186,鮃,2,0,1,0
6187,鮑,2,0,1,0
6188,鮓,2,0,1,0
6189,鮖,2,0,1,0
6190,鮗,2,0,1,0
6191,鮟,2,0,1,0
6192,鮠,2,0,1,0
6193,鮨,2,0,1,0
6194,鮴,2,0,1,0
6195,鮹,2,0,1,0
6196,鯀,2,0,1,0
6197,鯆,2,0,0,0
6198,鯊,2,0,1,0
6199,鯏,2,0,1,0
6200,鯑,2,0,1,0
6201,鯒,2,0,1,0
6202,鯔,2,0,1,0
6203,鯡,2,0,1,0
6204,鯢,2,0,1,0
6205,鯣,2,0,1,0
6206,鯤,2,0,1,0
6207,鯰,2,0,1,0
6208,鯱,2,0,1,0
6209,鯲,2,0,1,0
6210,鰄,2,0,1,0
6211,鰆,2,0,1,0
6212,鰈,2,0,1,0
6213,鰉,2,0,1,0
6214,鰊,2,0,1,0
6215,鰌,2,0,1,0
6216,鰒,2,0,1,0
6217,鰓,2,0,1,0
6218,鰔,2,0,1,0
6219,鰕,2,0,1,0
6220,鰛,2,0,1,0
6221,鰡,2,0,0,0
6222,鰤,2,0,1,0
6223,鰥,2,0,1,0
6224,鰮,2,0,1,0
6225,鰰,2,0,1,0
6226,鰲,2,0,0,0
6227,鰺,2,0,0,0
6228,鰾,2,0,1,0
6229,鱆,2,0,1,0
6230,鱇,2,0,1,0
6231,鱚,2,0,1,0
6232,鱠,2,0,1,0
6233,鱧,2,0,1,0
6234,鱶,2,0,1,0
6235,鱸,2,0,1,0
6236,鳧,2,0,1,0
6237,鳫,2,0,0,0
6238,鳬,2,0,1,0
6239,鳰,2,0,1,0
6240,鴃,2,0,1,0
6241,鴆,2,0,1,0
6242,鴈,2,0,0,0
6243,鴉,2,0,1,0
6244,鴒,2,0,1,0
6245,鴕,2,0,1,0
6246,鴟,2,0,1,0
6247,鴣,2,0,1,0
6248,鴦,2,0,0,0
6249,鴪,2,0,1,0
6250,鴾,2,0,1,0
6251,鴿,2,0,1,0
6252,鵁,2,0,1,0
6253,鵄,2,0,1,0
6254,鵆,2,0,1,0
6255,鵈,2,0,0,0
6256,鵐,2,0,0,0
6257,鵑,2,0,1,0
6258,鵙,2,0,1,0
6259,鵝,2,0,1,0
6260,鵞,2,0,1,0
6261,鵤,2,0,1,0
6262,鵯,2,0,1,0
6263,鵲,2,0,1,0
6264,鵺,2,0,1,0
6265,鶇,2,0,1,0
6266,鶉,2,0,1,0
6267,鶚,2,0,1,0
6268,鶤,2,0,1,0
6269,鶩,2,0,1,0
6270,鶫,2,0,1,0
6271,鶯,2,0,0,0
6272,鶲,2,0,1,0
6273,鶸,2,0,1,0
6274,鶺,2,0,1,0
6275,鶻,2,0,1,0
6276,鷁,2,0,1,0
6277,鷂,2,0,1,0
6278,鷄,2,0,0,0
6279,鷆,2,0,1,0
6280,鷏,2,0,0,0
6281,鷓,2,0,1,0
6282,鷙,2,0,1,0
6283,鷦,2,0,1,0
6284,鷭,2,0,1,0
6285,鷯,2,0,1,0
6286,鷸,2,0,1,0
6287,鷽,2,0,1,0
6288,鸚,2,0,0,0
6289,鸛,2,0,1,0
6290,鸞,2,0,1,0
6291,鹵,2,0,1,0
6292,鹹,2,0,1,0
6293,鹽,2,0,0,0
6294,麁,2,0,1,0
6295,麈,2,0,1,0
6296,麋,2,0,1,0
6297,麌,2,0,1,0
6298,麑,2,0,1,0
6299,麒,2,0,0,0
6300,麕,2,0,1,0
6301,麝,2,0,1,0
6302,麥,2,0,0,0
6303,麩,2,0,1,0
6304,麪,2,0,0,0
6305,麭,2,0,1,0
6306,麸,2,0,1,0
6307,麼,2,0,1,0
6308,麾,2,0,1,0
6309,黌,2,0,1,0
6310,黎,2,0,1,0
6311,黏,2,0,1,0
6312,黐,2,0,1,0
6313,黔,2,0,1,0
6314,默,2,0,0,0
6315,黜,2,0,1,0
6316,黝,2,0,1,0
6317,點,2,0,0,0
6318,黠,2,0,1,0
6319,黥,2,0,1,0
6320,黨,2,0,0,0
6321,黯,2,0,1,0
6322,黴,2,0,1,0
6323,黶,2,0,1,0
6324,黷,2,0,1,0
6325,黹,2,0,1,0
6326,黻,2,0,1,0
6327,黼,2,0,1,0
6328,黽,2,0,1,0
6329,鼇,2,0,1,0
6330,鼈,2,0,1,0
6331,鼕,2,0,1,0
6332,鼡,2,0,0,0
6333,鼬,2,0,1,0
6334,鼾,2,0,1,0
6335,齊,2,0,0,0
6336,齋,2,0,0,0
6337,齎,2,0,1,0
6338,齏,2,0,1,0
6339,齒,2,0,0,0
6340,齔,2,0,1,0
6341,齟,2,0,1,0
6342,齠,2,0,1,0
6343,齡,2,0,0,0
6344,齣,2,0,1,0
6345,齦,2,0,1,0
6346,齧,2,0,1,0
6347,齪,2,0,1,0
6348,齬,2,0,1,0
6349,齲,2,0,1,0
6350,齶,2,0,1,0
6351,齷,2,0,1,0
6352,龕,2,0,1,0
6353,龜,2,0,0,0
6354,龝,2,0,0,0
6355,龠,2,0,1,0
6356,㐂,3,0,0,0
6357,㒵,3,0,0,0
6358,㓛,3,0,0,0
6359,㞍,3,0,0,0
6360,㟢,3,0,0,0
6361,㬢,3,0,0,0
6362,㮶,3,0,0,0
6363,㯃,3,0,0,0
6364,㰏,3,0,0,0
6365,㸿,3,0,0,0
6366,㽲,3,0,0,0
6367,䉤,3,0,0,0
6368,䑓,3,0,0,0
6369,䑛,3,0,0,0
6370,䖝,3,0,0,0
6371,䗪,3,0,0,0
6372,䡄,3,0,0,0
6373,䦰,3,0,0,0
6374,䰗,3,0,0,0
6375,丨,3,0,0,0
6376,丯,3,0,0,0
6377,丰,3,0,0,0
6378,亍,3,0,0,0
6379,仡,3,0,0,0
6380,份,3,0,0,0
6381,仿,3,0,0,0
6382,伃,3,0,0,0
6383,伋,3,0,0,0
6384,佈,3,0,0,0
6385,佉,3,0,0,0
6386,佖,3,0,0,0
6387,佟,3,0,0,0
6388,你,3,0,0,0
6389,佪,3,0,0,0
6390,佬,3,0,0,0
6391,佾,3,0,0,0
6392,侊,3,0,0,0
6393,侔,3,0,0,0
6394,侗,3,0,0,0
6395,俉,3,0,0,0
6396,俠,3,0,0,0
6397,俱,3,0,0,0
6398,倁,3,0,0,0
6399,倂,3,0,0,0
6400,倎,3,0,0,0
6401,倘,3,0,0,0
6402,倧,3,0,0,0
6403,倮,3,0,0,0
6404,倻,3,0,0,0
6405,偀,3,0,0,0
6406,偁,3,0,0,0
6407,傔,3,0,0,0
6408,僌,3,0,0,0
6409,僐,3,0,0,0
6410,僦,3,0,0,0
6411,僲,3,0,0,0
6412,儃,3,0,0,0
6413,儆,3,0,0,0
6414,儋,3,0,0,0
6415,儞,3,0,0,0
6416,儵,3,0,0,0
6417,兊,3,0,0,0
6418,兕,3,0,0,0
6419,兗,3,0,0,0
6420,冝,3,0,0,0
6421,凃,3,0,0,0
6422,凊,3,0,0,0
6423,凞,3,0,0,0
6424,凢,3,0,0,0
6425,凮,3,0,0,0
6426,刁,3,0,0,0
6427,刓,3,0,0,0
6428,刕,3,0,0,0
6429,剉,3,0,0,0
6430,剗,3,0,0,0
6431,剝,3,0,0,0
6432,剡,3,0,0,0
6433,劓,3,0,0,0
6434,勈,3,0,0,0
6435,勌,3,0,0,0
6436,勐,3,0,0,0
6437,勖,3,0,0,0
6438,勛,3,0,0,0
6439,勰,3,0,0,0
6440,勻,3,0,0,0
6441,匀,3,0,0,0
6442,匇,3,0,0,0
6443,匜,3,0,0,0
6444,卡,3,0,0,0
6445,卣,3,0,0,0
6446,卽,3,0,0,0
6447,厓,3,0,0,0
6448,厝,3,0,0,0
6449,厲,3,0,0,0
6450,吒,3,0,0,0
6451,吞,3,0,0,0
6452,吧,3,0,0,0
6453,呍,3,0,0,0
6454,呫,3,0,0,0
6455,呴,3,0,0,0
6456,呿,3,0,0,0
6457,咈,3,0,0,0
6458,咖,3,0,0,0
6459,咜,3,0,0,0
6460,咡,3,0,0,0
6461,咩,3,0,0,0
6462,哆,3,0,0,0
6463,哿,3,0,0,0
6464,唎,3,0,0,0
6465,唫,3,0,0,0
6466,唵,3,0,0,0
6467,啐,3,0,0,0
6468,啞,3,0,0,0
6469,喁,3,0,0,0
6470,喆,3,0,0,0
6471,喎,3,0,0,0
6472,喭,3,0,0,0
6473,嗎,3,0,0,0
6474,嘈,3,0,0,0
6475,嘎,3,0,0,0
6476,嘻,3,0,0,0
6477,噉,3,0,0,0
6478,噓,3,0,0,0
6479,噦,3,0,0,0
6480,噯,3,0,0,0
6481,噱,3,0,0,0
6482,噲,3,0,0,0
6483,噶,3,0,0,0
6484,嚙,3,0,0,0
6485,嚞,3,0,0,0
6486,嚩,3,0,0,0
6487,嚬,3,0,0,0
6488,嚳,3,0,0,0
6489,囉,3,0,0,0
6490,囊,3,0,0,0
6491,圊,3,0,0,0
6492,圡,3,0,0,0
6493,圯,3,0,0,0
6494,圳,3,0,0,0
6495,圴,3,0,0,0
6496,坰,3,0,0,0
6497,坷,3,0,0,0
6498,坼,3,0,0,0
6499,垜,3,0,0,0
6500,垸,3,0,0,0
6501,埇,3,0,0,0
6502,埈,3,0,0,0
6503,埏,3,0,0,0
6504,埤,3,0,0,0
6505,埭,3,0,0,0
6506,埵,3,0,0,0
6507,埶,3,0,0,0
6508,埿,3,0,0,0
6509,堉,3,0,0,0
6510,塡,3,0,0,0
6511,塤,3,0,0,0
6512,塼,3,0,0,0
6513,墉,3,0,0,0
6514,增,3,0,0,0
6515,墩,3,0,0,0
6516,壎,3,0,0,0
6517,壒,3,0,0,0
6518,壔,3,0,0,0
6519,壚,3,0,0,0
6520,壠,3,0,0,0
6521,壩,3,0,0,0
6522,夌,3,0,0,0
6523,奝,3,0,0,0
6524,奭,3,0,0,0
6525,妋,3,0,0,0
6526,妒,3,0,0,0
6527,妤,3,0,0,0
6528,姃,3,0,0,0
6529,姒,3,0,0,0
6530,姝,3,0,0,0
6531,姸,3,0,0,0
6532,娓,3,0,0,0
6533,娣,3,0,0,0
6534,婧,3,0,0,0
6535,婭,3,0,0,0
6536,婷,3,0,0,0
6537,婾,3,0,0,0
6538,媄,3,0,0,0
6539,媞,3,0,0,0
6540,媧,3,0,0,0
6541,嫄,3,0,0,0
6542,嬙,3,0,0,0
6543,嬥,3,0,0,0
6544,孁,3,0,0,0
6545,孖,3,0,0,0
6546,孽,3,0,0,0
6547,宓,3,0,0,0
6548,寘,3,0,0,0
6549,寬,3,0,0,0
6550,尒,3,0,0,0
6551,尞,3,0,0,0
6552,尣,3,0,0,0
6553,尫,3,0,0,0
6554,屛,3,0,0,0
6555,屢,3,0,0,0
6556,屺,3,0,0,0
6557,岏,3,0,0,0
6558,岟,3,0,0,0
6559,岣,3,0,0,0
6560,岪,3,0,0,0
6561,岺,3,0,0,0
6562,峋,3,0,0,0
6563,峐,3,0,0,0
6564,峒,3,0,0,0
6565,峴,3,0,0,0
6566,崍,3,0,0,0
6567,崧,3,0,0,0
6568,嵆,3,0,0,0
6569,嵇,3,0,0,0
6570,嵊,3,0,0,0
6571,嵓,3,0,0,0
6572,嵭,3,0,0,0
6573,嶁,3,0,0,0
6574,嶠,3,0,0,0
6575,嶤,3,0,0,0
6576,嶧,3,0,0,0
6577,嶸,3,0,0,0
6578,巋,3,0,0,0
6579,巢,3,0,0,0
6580,帔,3,0,0,0
6581,帘,3,0,0,0
6582,幘,3,0,0,0
6583,幞,3,0,0,0
6584,幷,3,0,0,0
6585,庾,3,0,0,0
6586,廋,3,0,0,0
6587,廹,3,0,0,0
6588,开,3,0,0,0
6589,异,3,0,0,0
6590,弇,3,0,0,0
6591,弝,3,0,0,0
6592,弣,3,0,0,0
6593,弴,3,0,0,0
6594,弶,3,0,0,0
6595,弽,3,0,0,0
6596,彀,3,0,0,0
6597,彅,3,0,0,0
6598,彔,3,0,0,0
6599,彘,3,0,0,0
6600,彤,3,0,0,0
6601,彧,3,0,0,0
6602,彽,3,0,0,0
6603,徉,3,0,0,0
6604,徜,3,0,0,0
6605,徧,3,0,0,0
6606,徯,3,0,0,0
6607,徵,3,0,0,0
6608,德,3,0,0,0
6609,忉,3,0,0,0
6610,忞,3,0,0,0
6611,忡,3,0,0,0
6612,忩,3,0,0,0
6613,怍,3,0,0,0
6614,怔,3,0,0,0
6615,怘,3,0,0,0
6616,怳,3,0,0,0
6617,怵,3,0,0,0
6618,恇,3,0,0,0
6619,悝,3,0,0,0
6620,悞,3,0,0,0
6621,惋,3,0,0,0
6622,惔,3,0,0,0
6623,惕,3,0,0,0
6624,惝,3,0,0,0
6625,惸,3,0,0,0
6626,愜,3,0,0,0
6627,愫,3,0,0,0
6628,愰,3,0,0,0
6629,愷,3,0,0,0
6630,憍,3,0,0,0
6631,憹,3,0,0,0
6632,憼,3,0,0,0
6633,戢,3,0,0,0
6634,戾,3,0,0,0
6635,扃,3,0,0,0
6636,扖,3,0,0,0
6637,扚,3,0,0,0
6638,扯,3,0,0,0
6639,抅,3,0,0,0
6640,拄,3,0,0,0
6641,拖,3,0,0,0
6642,拼,3,0,0,0
6643,挊,3,0,0,0
6644,挘,3,0,0,0
6645,挹,3,0,0,0
6646,捃,3,0,0,0
6647,捥,3,0,0,0
6648,捼,3,0,0,0
6649,揥,3,0,0,0
6650,揭,3,0,0,0
6651,揵,3,0,0,0
6652,搐,3,0,0,0
6653,搔,3,0,0,0
6654,搢,3,0,0,0
6655,摑,3,0,0,0
6656,摠,3,0,0,0
6657,摭,3,0,0,0
6658,摹,3,0,0,0
6659,撾,3,0,0,0
6660,撿,3,0,0,0
6661,擄,3,0,0,0
6662,擊,3,0,0,0
6663,擎,3,0,0,0
6664,擐,3,0,0,0
6665,擷,3,0,0,0
6666,擻,3,0,0,0
6667,攢,3,0,0,0
6668,攩,3,0,0,0
6669,敧,3,0,0,0
6670,斝,3,0,0,0
6671,昀,3,0,0,0
6672,昉,3,0,0,0
6673,昕,3,0,0,0
6674,昞,3,0,0,0
6675,昢,3,0,0,0
6676,昤,3,0,0,0
6677,昫,3,0,0,0
6678,昰,3,0,0,0
6679,昱,3,0,0,0
6680,昳,3,0,0,0
6681,昺,3,0,0,0
6682,晈,3,0,0,0
6683,晌,3,0,0,0
6684,晙,3,0,0,0
6685,晚,3,0,0,0
6686,晡,3,0,0,0
6687,晥,3,0,0,0
6688,晳,3,0,0,0
6689,晷,3,0,0,0
6690,晸,3,0,0,0
6691,暍,3,0,0,0
6692,暠,3,0,0,0
6693,暲,3,0,0,0
6694,暻,3,0,0,0
6695,曆,3,0,0,0
6696,曈,3,0,0,0
6697,曛,3,0,0,0
6698,曨,3,0,0,0
6699,曺,3,0,0,0
6700,曻,3,0,0,0
6701,朓,3,0,0,0
6702,朳,3,0,0,0
6703,杇,3,0,0,0
6704,杈,3,0,0,0
6705,杦,3,0,0,0
6706,杻,3,0,0,0
6707,极,3,0,0,0
6708,枓,3,0,0,0
6709,枘,3,0,0,0
6710,枛,3,0,0,0
6711,枻,3,0,0,0
6712,柀,3,0,0,0
6713,柗,3,0,0,0
6714,柹,3,0,0,0
6715,柼,3,0,0,0
6716,栁,3,0,0,0
6717,栝,3,0,0,0
6718,栬,3,0,0,0
6719,栱,3,0,0,0
6720,桒,3,0,0,0
6721,桛,3,0,0,0
6722,桲,3,0,0,0
6723,桵,3,0,0,0
6724,梣,3,0,0,0
6725,梥,3,0,0,0
6726,梲,3,0,0,0
6727,棈,3,0,0,0
6728,棐,3,0,0,0
6729,棨,3,0,0,0
6730,棭,3,0,0,0
6731,棰,3,0,0,0
6732,棱,3,0,0,0
6733,棼,3,0,0,0
6734,椊,3,0,0,0
6735,椵,3,0,0,0
6736,楂,3,0,0,0
6737,楉,3,0,0,0
6738,楗,3,0,0,0
6739,楣,3,0,0,0
6740,楤,3,0,0,0
6741,楨,3,0,0,0
6742,榀,3,0,0,0
6743,榥,3,0,0,0
6744,榭,3,0,0,0
6745,槏,3,0,0,0
6746,槢,3,0,0,0
6747,槩,3,0,0,0
6748,槪,3,0,0,0
6749,槵,3,0,0,0
6750,槶,3,0,0,0
6751,樏,3,0,0,0
6752,樕,3,0,0,0
6753,樻,3,0,0,0
6754,樾,3,0,0,0
6755,橅,3,0,0,0
6756,橐,3,0,0,0
6757,橖,3,0,0,0
6758,橛,3,0,0,0
6759,橫,3,0,0,0
6760,橳,3,0,0,0
6761,檉,3,0,0,0
6762,檔,3,0,0,0
6763,檝,3,0,0,0
6764,檞,3,0,0,0
6765,檥,3,0,0,0
6766,櫤,3,0,0,0
6767,櫧,3,0,0,0
6768,欛,3,0,0,0
6769,欞,3,0,0,0
6770,欬,3,0,0,0
6771,欵,3,0,0,0
6772,歆,3,0,0,0
6773,歖,3,0,0,0
6774,歠,3,0,0,0
6775,步,3,0,0,0
6776,歧,3,0,0,0
6777,歷,3,0,0,0
6778,殂,3,0,0,0
6779,殩,3,0,0,0
6780,殭,3,0,0,0
6781,每,3,0,0,0
6782,毖,3,0,0,0
6783,毗,3,0,0,0
6784,毿,3,0,0,0
6785,氅,3,0,0,0
6786,氐,3,0,0,0
6787,氳,3,0,0,0
6788,汙,3,0,0,0
6789,汜,3,0,0,0
6790,汴,3,0,0,0
6791,汶,3,0,0,0
6792,沅,3,0,0,0
6793,沆,3,0,0,0
6794,沘,3,0,0,0
6795,沜,3,0,0,0
6796,沪,3,0,0,0
6797,泆,3,0,0,0
6798,泔,3,0,0,0
6799,泠,3,0,0,0
6800,泫,3,0,0,0
6801,泮,3,0,0,0
6802,泻,3,0,0,0
6803,洄,3,0,0,0
6804,洎,3,0,0,0
6805,洮,3,0,0,0
6806,洱,3,0,0,0
6807,洹,3,0,0,0
6808,洿,3,0,0,0
6809,浘,3,0,0,0
6810,浥,3,0,0,0
6811,涂,3,0,0,0
6812,涇,3,0,0,0
6813,涉,3,0,0,0
6814,涔,3,0,0,0
6815,涪,3,0,0,0
6816,涬,3,0,0,0
6817,涿,3,0,0,0
6818,淄,3,0,0,0
6819,淖,3,0,0,0
6820,淚,3,0,0,0
6821,淛,3,0,0,0
6822,淝,3,0,0,0
6823,淼,3,0,0,0
6824,渴,3,0,0,0
6825,湄,3,0,0,0
6826,湜,3,0,0,0
6827,湞,3,0,0,0
6828,溫,3,0,0,0
6829,溱,3,0,0,0
6830,滁,3,0,0,0
6831,滇,3,0,0,0
6832,滎,3,0,0,0
6833,漐,3,0,0,0
6834,漚,3,0,0,0
6835,漪,3,0,0,0
6836,漯,3,0,0,0
6837,漳,3,0,0,0
6838,潑,3,0,0,0
6839,潙,3,0,0,0
6840,潞,3,0,0,0
6841,潡,3,0,0,0
6842,潢,3,0,0,0
6843,潾,3,0,0,0
6844,澈,3,0,0,0
6845,澌,3,0,0,0
6846,澍,3,0,0,0
6847,澔,3,0,0,0
6848,澠,3,0,0,0
6849,澧,3,0,0,0
6850,澶,3,0,0,0
6851,澼,3,0,0,0
6852,濇,3,0,0,0
6853,濊,3,0,0,0
6854,濰,3,0,0,0
6855,濵,3,0,0,0
6856,濹,3,0,0,0
6857,瀅,3,0,0,0
6858,瀆,3,0,0,0
6859,瀨,3,0,0,0
6860,灊,3,0,0,0
6861,灎,3,0,0,0
6862,灝,3,0,0,0
6863,灞,3,0,0,0
6864,灤,3,0,0,0
6865,灵,3,0,0,0
6866,炅,3,0,0,0
6867,炤,3,0,0,0
6868,炫,3,0,0,0
6869,炷,3,0,0,0
6870,烔,3,0,0,0
6871,烘,3,0,0,0
6872,烤,3,0,0,0
6873,焏,3,0,0,0
6874,焞,3,0,0,0
6875,焠,3,0,0,0
6876,焫,3,0,0,0
6877,焮,3,0,0,0
6878,焰,3,0,0,0
6879,煆,3,0,0,0
6880,煇,3,0,0,0
6881,煑,3,0,0,0
6882,煒,3,0,0,0
6883,煜,3,0,0,0
6884,煠,3,0,0,0
6885,煨,3,0,0,0
6886,熅,3,0,0,0
6887,熇,3,0,0,0
6888,熒,3,0,0,0
6889,熺,3,0,0,0
6890,燁,3,0,0,0
6891,燄,3,0,0,0
6892,燾,3,0,0,0
6893,爀,3,0,0,0
6894,爕,3,0,0,0
6895,牕,3,0,0,0
6896,牖,3,0,0,0
6897,犍,3,0,0,0
6898,犛,3,0,0,0
6899,犾,3,0,0,0
6900,狀,3,0,0,0
6901,狻,3,0,0,0
6902,猧,3,0,0,0
6903,猨,3,0,0,0
6904,獐,3,0,0,0
6905,獦,3,0,0,0
6906,獼,3,0,0,0
6907,玕,3,0,0,0
6908,玟,3,0,0,0
6909,玠,3,0,0,0
6910,玢,3,0,0,0
6911,玦,3,0,0,0
6912,玫,3,0,0,0
6913,珉,3,0,0,0
6914,珏,3,0,0,0
6915,珖,3,0,0,0
6916,珙,3,0,0,0
6917,珣,3,0,0,0
6918,珩,3,0,0,0
6919,琇,3,0,0,0
6920,琊,3,0,0,0
6921,琚,3,0,0,0
6922,琛,3,0,0,0
6923,琦,3,0,0,0
6924,琨,3,0,0,0
6925,琪,3,0,0,0
6926,琫,3,0,0,0
6927,琬,3,0,0,0
6928,琮,3,0,0,0
6929,琯,3,0,0,0
6930,琰,3,0,0,0
6931,瑄,3,0,0,0
6932,瑆,3,0,0,0
6933,瑇,3,0,0,0
6934,瑋,3,0,0,0
6935,瑗,3,0,0,0
6936,瑢,3,0,0,0
6937,瑫,3,0,0,0
6938,瑭,3,0,0,0
6939,璆,3,0,0,0
6940,璇,3,0,0,0
6941,璉,3,0,0,0
6942,璐,3,0,0,0
6943,璘,3,0,0,0
6944,璜,3,0,0,0
6945,璟,3,0,0,0
6946,璣,3,0,0,0
6947,璦,3,0,0,0
6948,璨,3,0,0,0
6949,璩,3,0,0,0
6950,璵,3,0,0,0
6951,璿,3,0,0,0
6952,瓈,3,0,0,0
6953,瓉,3,0,0,0
6954,瓚,3,0,0,0
6955,瓿,3,0,0,0
6956,甁,3,0,0,0
6957,甗,3,0,0,0
6958,甯,3,0,0,0
6959,畯,3,0,0,0
6960,畹,3,0,0,0
6961,疒,3,0,0,0
6962,痎,3,0,0,0
6963,痤,3,0,0,0
6964,瘀,3,0,0,0
6965,瘂,3,0,0,0
6966,瘈,3,0,0,0
6967,瘕,3,0,0,0
6968,瘖,3,0,0,0
6969,瘙,3,0,0,0
6970,瘞,3,0,0,0
6971,瘦,3,0,0,0
6972,瘭,3,0,0,0
6973,瘵,3,0,0,0
6974,癃,3,0,0,0
6975,癋,3,0,0,0
6976,癤,3,0,0,0
6977,癥,3,0,0,0
6978,癭,3,0,0,0
6979,癯,3,0,0,0
6980,癱,3,0,0,0
6981,皁,3,0,0,0
6982,皛,3,0,0,0
6983,皝,3,0,0,0
6984,皞,3,0,0,0
6985,皦,3,0,0,0
6986,皪,3,0,0,0
6987,皶,3,0,0,0
6988,盅,3,0,0,0
6989,盌,3,0,0,0
6990,盎,3,0,0,0
6991,盔,3,0,0,0
6992,盦,3,0,0,0
6993,盱,3,0,0,0
6994,盼,3,0,0,0
6995,眊,3,0,0,0
6996,眙,3,0,0,0
6997,眴,3,0,0,0
6998,眶,3,0,0,0
6999,睆,3,0,0,0
7000,睍,3,0,0,0
7001,睎,3,0,0,0
7002,睜,3,0,0,0
7003,睟,3,0,0,0
7004,睢,3,0,0,0
7005,睺,3,0,0,0
7006,瞀,3,0,0,0
7007,瞔,3,0,0,0
7008,瞪,3,0,0,0
7009,矠,3,0,0,0
7010,砭,3,0,0,0
7011,硃,3,0,0,0
7012,硎,3,0,0,0
7013,硏,3,0,0,0
7014,硑,3,0,0,0
7015,硨,3,0,0,0
7016,确,3,0,0,0
7017,碭,3,0,0,0
7018,碰,3,0,0,0
7019,磤,3,0,0,0
7020,磲,3,0,0,0
7021,磷,3,0,0,0
7022,礀,3,0,0,0
7023,礜,3,0,0,0
7024,礮,3,0,0,0
7025,礱,3,0,0,0
7026,礴,3,0,0,0
7027,祅,3,0,0,0
7028,祆,3,0,0,0
7029,祜,3,0,0,0
7030,祹,3,0,0,0
7031,禘,3,0,0,0
7032,禱,3,0,0,0
7033,禸,3,0,0,0
7034,秈,3,0,0,0
7035,秊,3,0,0,0
7036,秔,3,0,0,0
7037,秞,3,0,0,0
7038,秫,3,0,0,0
7039,秭,3,0,0,0
7040,稃,3,0,0,0
7041,稹,3,0,0,0
7042,穝,3,0,0,0
7043,穭,3,0,0,0
7044,窅,3,0,0,0
7045,窠,3,0,0,0
7046,窳,3,0,0,0
7047,窻,3,0,0,0
7048,竎,3,0,0,0
7049,竫,3,0,0,0
7050,竽,3,0,0,0
7051,笒,3,0,0,0
7052,笭,3,0,0,0
7053,笻,3,0,0,0
7054,筇,3,0,0,0
7055,筎,3,0,0,0
7056,筠,3,0,0,0
7057,筭,3,0,0,0
7058,筯,3,0,0,0
7059,筲,3,0,0,0
7060,箞,3,0,0,0
7061,篗,3,0,0,0
7062,篙,3,0,0,0
