yojijukugo,reading,link
鬼哭啾啾,きこくしゅうしゅう,https://www.kanjipedia.jp//kotoba/0001232300
旗鼓堂堂,きこどうどう,https://www.kanjipedia.jp//kotoba/0001268300
奇策妙計,きさくみょうけい,https://www.kanjipedia.jp//kotoba/0001204000
起死回生,きしかいせい,https://www.kanjipedia.jp//kotoba/0001226900
旗幟鮮明,きしせんめい,https://www.kanjipedia.jp//kotoba/0001268500
貴耳賤目,きじせんもく,https://www.kanjipedia.jp//kotoba/0001257800
疑事無功,ぎじむこう,https://www.kanjipedia.jp//kotoba/0001310700
鬼出電入,きしゅつでんにゅう,https://www.kanjipedia.jp//kotoba/0001232600
起承転結,きしょうてんけつ,https://www.kanjipedia.jp//kotoba/0001227200
喜色満面,きしょくまんめん,https://www.kanjipedia.jp//kotoba/0001247700
気随気儘,きずいきまま,https://www.kanjipedia.jp//kotoba/0001189400
規制緩和,きせいかんわ,https://www.kanjipedia.jp//kotoba/0001243100
奇想天外,きそうてんがい,https://www.kanjipedia.jp//kotoba/0001205200
気息奄奄,きそくえんえん,https://www.kanjipedia.jp//kotoba/0001189800
機知機略,きちきりゃく,https://www.kanjipedia.jp//kotoba/0001282400
機知縦横,きちじゅうおう,https://www.kanjipedia.jp//kotoba/0001282500
鞠躬尽瘁,きっきゅうじんすい,https://www.kanjipedia.jp//kotoba/0001328900
吉凶禍福,きっきょうかふく,https://www.kanjipedia.jp//kotoba/0001336600
喜怒哀楽,きどあいらく,https://www.kanjipedia.jp//kotoba/0001247800
耆婆扁鵲,ぎばへんじゃく,https://www.kanjipedia.jp//kotoba/0001222600
帰馬放牛,きばほうぎゅう,https://www.kanjipedia.jp//kotoba/0001218800
帰命頂礼,きみょうちょうらい,https://www.kanjipedia.jp//kotoba/0001219100
鬼面仏心,きめんぶっしん,https://www.kanjipedia.jp//kotoba/0001233500
亀毛兎角,きもうとかく,https://www.kanjipedia.jp//kotoba/0001246500
逆取順守,ぎゃくしゅじゅんしゅ,https://www.kanjipedia.jp//kotoba/0001356100
脚下照顧,きゃっかしょうこ,https://www.kanjipedia.jp//kotoba/0001353700
牛飲馬食,ぎゅういんばしょく,https://www.kanjipedia.jp//kotoba/0001418800
旧雨今雨,きゅううこんう,https://www.kanjipedia.jp//kotoba/0001371400
窮猿投林,きゅうえんとうりん,https://www.kanjipedia.jp//kotoba/0001413800
九夏三伏,きゅうかさんぷく,https://www.kanjipedia.jp//kotoba/0001361400
牛鬼蛇神,ぎゅうきだしん,https://www.kanjipedia.jp//kotoba/0001418900
牛驥同皁,ぎゅうきどうそう,https://www.kanjipedia.jp//kotoba/0001419000
鳩居鵲巣,きゅうきょじゃくそう,https://www.kanjipedia.jp//kotoba/0001410200
窮山幽谷,きゅうざんゆうこく,https://www.kanjipedia.jp//kotoba/0001414300
鳩首凝議,きゅうしゅぎょうぎ,https://www.kanjipedia.jp//kotoba/0001410500
救世済民,きゅうせいさいみん,https://www.kanjipedia.jp//kotoba/0001401500
旧態依然,きゅうたいいぜん,https://www.kanjipedia.jp//kotoba/0001372900
九腸寸断,きゅうちょうすんだん,https://www.kanjipedia.jp//kotoba/0001362500
九鼎大呂,きゅうていたいりょ,https://www.kanjipedia.jp//kotoba/0001362600
急転直下,きゅうてんちょっか,https://www.kanjipedia.jp//kotoba/0001392500
旧套墨守,きゅうとうぼくしゅ,https://www.kanjipedia.jp//kotoba/0001373400
窮途末路,きゅうとまつろ,https://www.kanjipedia.jp//kotoba/0001415300
窮年累世,きゅうねんるいせい,https://www.kanjipedia.jp//kotoba/0001415400
吸風飲露,きゅうふういんろ,https://www.kanjipedia.jp//kotoba/0001378700
急流勇退,きゅうりゅうゆうたい,https://www.kanjipedia.jp//kotoba/0001393600
鏡花水月,きょうかすいげつ,https://www.kanjipedia.jp//kotoba/0001551200
叫喚地獄,きょうかんじごく,https://www.kanjipedia.jp//kotoba/0001482500
強幹弱枝,きょうかんじゃくし,https://www.kanjipedia.jp//kotoba/0001516000
狂喜乱舞,きょうきらんぶ,https://www.kanjipedia.jp//kotoba/0001486200
胸襟秀麗,きょうきんしゅうれい,https://www.kanjipedia.jp//kotoba/0001510700
教外別伝,きょうげべつでん,https://www.kanjipedia.jp//kotoba/0001523500
狂言綺語,きょうげんきご,https://www.kanjipedia.jp//kotoba/0001486600
恐惶謹言,きょうこうきんげん,https://www.kanjipedia.jp//kotoba/0001507000
尭鼓舜木,ぎょうこしゅんぼく,https://www.kanjipedia.jp//kotoba/0001562400
行住坐臥,ぎょうじゅうざが,https://www.kanjipedia.jp//kotoba/0002174300
拱手傍観,キョウシュボウカン,https://www.kanjipedia.jp//kotoba/0001501400
協心戮力,きょうしんりくりょく,https://www.kanjipedia.jp//kotoba/0001494300
共存共栄,きょうそんきょうえい,https://www.kanjipedia.jp//kotoba/0001479400
驚天動地,きょうてんどうち,https://www.kanjipedia.jp//kotoba/0001557700
器用貧乏,きようびんぼう,https://www.kanjipedia.jp//kotoba/0001273300
尭風舜雨,ぎょうふうしゅんう,https://www.kanjipedia.jp//kotoba/0001562500
興味索然,きょうみさくぜん,https://www.kanjipedia.jp//kotoba/0002317200
興味津津,キョウミシンシン,https://www.kanjipedia.jp//kotoba/0002317300
狂瀾怒濤,きょうらんどとう,https://www.kanjipedia.jp//kotoba/0001487600
虚往実帰,きょおうじっき,https://www.kanjipedia.jp//kotoba/0001437400
挙棋不定,きょきふてい,https://www.kanjipedia.jp//kotoba/0001433900
虚気平心,きょきへいしん,https://www.kanjipedia.jp//kotoba/0001437600
虚虚実実,きょきょじつじつ,https://www.kanjipedia.jp//kotoba/0001437800
曲学阿世,きょくがくあせい,https://www.kanjipedia.jp//kotoba/0001573000
旭日昇天,きょくじつしょうてん,https://www.kanjipedia.jp//kotoba/0001572200
曲水流觴,きょくすいりゅうしょう,https://www.kanjipedia.jp//kotoba/0001573400
玉石混淆,ぎょくせきこんこう,https://www.kanjipedia.jp//kotoba/0001586400
玉石同砕,ぎょくせきどうさい,https://www.kanjipedia.jp//kotoba/0001586500
跼天蹐地,きょくてんせきち,https://www.kanjipedia.jp//kotoba/0001583500
曲突徙薪,きょくとつししん,https://www.kanjipedia.jp//kotoba/0001573700
居敬窮理,きょけいきゅうり,https://www.kanjipedia.jp//kotoba/0001427700
挙国一致,きょこくいっち,https://www.kanjipedia.jp//kotoba/0001434100
挙止進退,きょししんたい,https://www.kanjipedia.jp//kotoba/0001434300
虚実皮膜,きょじつひまく,https://www.kanjipedia.jp//kotoba/0001438200
虚心坦懐,きょしんたんかい,https://www.kanjipedia.jp//kotoba/0001438600
虚静恬淡,きょせいてんたん,https://www.kanjipedia.jp//kotoba/0001438900
挙足軽重,きょそくけいちょう,https://www.kanjipedia.jp//kotoba/0001435000
挙措失当,きょそしっとう,https://www.kanjipedia.jp//kotoba/0001434900
居中調停,きょちゅうちょうてい,https://www.kanjipedia.jp//kotoba/0001428400
玉昆金友,ぎょっこんきんゆう,https://www.kanjipedia.jp//kotoba/0001587300
虚堂懸鏡,きょどうけんきょう,https://www.kanjipedia.jp//kotoba/0001439300
毀誉褒貶,きよほうへん,https://www.kanjipedia.jp//kotoba/0001263100
魚網鴻離,ぎょもうこうり,https://www.kanjipedia.jp//kotoba/0001453100
魚目燕石,ぎょもくえんせき,https://www.kanjipedia.jp//kotoba/0001453200
空空寂寂,くうくうじゃくじゃく,https://www.kanjipedia.jp//kotoba/0001684500
空空漠漠,くうくうばくばく,https://www.kanjipedia.jp//kotoba/0001684600
空前絶後,クウゼンゼツゴ,https://www.kanjipedia.jp//kotoba/0001685800
偶像崇拝,ぐうぞうすうはい,https://www.kanjipedia.jp//kotoba/0001691200
空即是色,くうそくぜしき,https://www.kanjipedia.jp//kotoba/0001686100
空中楼閣,くうちゅうろうかく,https://www.kanjipedia.jp//kotoba/0001686200
空理空論,くうりくうろん,https://www.kanjipedia.jp//kotoba/0001687600
苦学力行,くがくりっこう,https://www.kanjipedia.jp//kotoba/0001658500
盟神探湯,くかたち,https://www.kanjipedia.jp//kotoba/0006690100
苦口婆心,くこうばしん,https://www.kanjipedia.jp//kotoba/0001659300
苦心惨憺,くしんさんたん,https://www.kanjipedia.jp//kotoba/0001659900
薬九層倍,くすりくそうばい,https://www.kanjipedia.jp//kotoba/0006806000
狗尾続貂,くびぞくちょう,https://www.kanjipedia.jp//kotoba/0001657400
九分九厘,くぶくりん,https://www.kanjipedia.jp//kotoba/0001363300
愚問愚答,ぐもんぐとう,https://www.kanjipedia.jp//kotoba/0001679300
紅蓮地獄,ぐれんじごく,https://www.kanjipedia.jp//kotoba/0002220000
群疑満腹,ぐんぎまんぷく,https://www.kanjipedia.jp//kotoba/0001745300
群軽折軸,ぐんけいせつじく,https://www.kanjipedia.jp//kotoba/0001745400
君子万年,くんしばんねん,https://www.kanjipedia.jp//kotoba/0001730000
群集心理,ぐんしゅうしんり,https://www.kanjipedia.jp//kotoba/0001745700
群雄割拠,グンユウカッキョ,https://www.kanjipedia.jp//kotoba/0001746500
鯨飲馬食,げいいんばしょく,https://www.kanjipedia.jp//kotoba/0001835300
形影一如,けいえいいちにょ,https://www.kanjipedia.jp//kotoba/0001756200
軽裘肥馬,けいきゅうひば,https://www.kanjipedia.jp//kotoba/0001796600
軽挙妄動,けいきょもうどう,https://www.kanjipedia.jp//kotoba/0001796700
刑故無小,けいこむしょう,https://www.kanjipedia.jp//kotoba/0001753100
霓裳羽衣,げいしょううい,https://www.kanjipedia.jp//kotoba/0001834300
経世済民,ケイセイサイミン,https://www.kanjipedia.jp//kotoba/0001783900
軽諾寡信,けいだくかしん,https://www.kanjipedia.jp//kotoba/0001798000
形単影隻,けいたんえいせき,https://www.kanjipedia.jp//kotoba/0001757600
軽佻浮薄,けいちょうふはく,https://www.kanjipedia.jp//kotoba/0001798200
敬天愛人,けいてんあいじん,https://www.kanjipedia.jp//kotoba/0001791500
桂殿蘭宮,けいでんらんきゅう,https://www.kanjipedia.jp//kotoba/0001775100
軽薄短小,けいはくたんしょう,https://www.kanjipedia.jp//kotoba/0001798700
軽妙洒脱,けいみょうしゃだつ,https://www.kanjipedia.jp//kotoba/0001799300
鶏鳴狗盗,けいめいくとう,https://www.kanjipedia.jp//kotoba/0001826900
形名参同,けいめいさんどう,https://www.kanjipedia.jp//kotoba/0001757700
軽慮浅謀,けいりょせんぼう,https://www.kanjipedia.jp//kotoba/0001799400
外題学問,げだいがくもん,https://www.kanjipedia.jp//kotoba/0000846600
月下氷人,ゲッカヒョウジン,https://www.kanjipedia.jp//kotoba/0001884700
結跏趺坐,けっかふざ,https://www.kanjipedia.jp//kotoba/0001872300
月卿雲客,げっけいうんかく,https://www.kanjipedia.jp//kotoba/0001885100
血脈貫通,けつみゃくかんつう,https://www.kanjipedia.jp//kotoba/0001861500
兼愛交利,けんあいこうり,https://www.kanjipedia.jp//kotoba/0001914400
兼愛無私,けんあいむし,https://www.kanjipedia.jp//kotoba/0001914500
狷介孤高,けんかいここう,https://www.kanjipedia.jp//kotoba/0001921500
"狷介固
",けんかいころう,https://www.kanjipedia.jp//kotoba/0001921600
減価償却,げんかしょうきゃく,https://www.kanjipedia.jp//kotoba/0002011200
牽強付会,けんきょうふかい,https://www.kanjipedia.jp//kotoba/0001928100
懸軍万里,けんぐんばんり,https://www.kanjipedia.jp//kotoba/0001979300
喧喧囂囂,けんけんごうごう,https://www.kanjipedia.jp//kotoba/0001931900
見賢思斉,けんけんしせい,https://www.kanjipedia.jp//kotoba/0001896900
蹇蹇匪躬,けんけんひきゅう,https://www.kanjipedia.jp//kotoba/0001970500
拳拳服膺,けんけんふくよう,https://www.kanjipedia.jp//kotoba/0001919100
言行一致,げんこういっち,https://www.kanjipedia.jp//kotoba/0001992500
堅甲利兵,けんこうりへい,https://www.kanjipedia.jp//kotoba/0001935500
乾坤一擲,けんこんいってき,https://www.kanjipedia.jp//kotoba/0001059400
減収減益,げんしゅうげんえき,https://www.kanjipedia.jp//kotoba/0002011800
現状維持,げんじょういじ,https://www.kanjipedia.jp//kotoba/0002006500
玄裳縞衣,げんしょうこうい,https://www.kanjipedia.jp//kotoba/0001989000
言笑自若,げんしょうじじゃく,https://www.kanjipedia.jp//kotoba/0001992700
見性成仏,けんしょうじょうぶつ,https://www.kanjipedia.jp//kotoba/0001897300
厳正中立,げんせいちゅうりつ,https://www.kanjipedia.jp//kotoba/0002018700
阮籍青眼,げんせきせいがん,https://www.kanjipedia.jp//kotoba/0001994500
現世利益,げんぜりやく,https://www.kanjipedia.jp//kotoba/0002006800
玄冬素雪,げんとうそせつ,https://www.kanjipedia.jp//kotoba/0001989200
捲土重来,ケンドチョウライ,https://www.kanjipedia.jp//kotoba/0001927000
堅忍果決,けんにんかけつ,https://www.kanjipedia.jp//kotoba/0001936000
堅忍質直,けんにんしっちょく,https://www.kanjipedia.jp//kotoba/0001936100
堅忍不抜,けんにんふばつ,https://www.kanjipedia.jp//kotoba/0001936200
言文一致,げんぶんいっち,https://www.kanjipedia.jp//kotoba/0001993200
権謀術数,けんぼうじゅっすう,https://www.kanjipedia.jp//kotoba/0001960000
肩摩轂撃,けんまこくげき,https://www.kanjipedia.jp//kotoba/0001904900
賢明愚昧,けんめいぐまい,https://www.kanjipedia.jp//kotoba/0001966000
賢良方正,けんりょうほうせい,https://www.kanjipedia.jp//kotoba/0001966200
牽攣乖隔,けんれんかいかく,https://www.kanjipedia.jp//kotoba/0007465300
堅牢堅固,けんろうけんご,https://www.kanjipedia.jp//kotoba/0001936600
懸腕直筆,けんわんちょくひつ,https://www.kanjipedia.jp//kotoba/0001979800
香囲粉陣,こういふんじん,https://www.kanjipedia.jp//kotoba/0002230200
行雲流水,こううんりゅうすい,https://www.kanjipedia.jp//kotoba/0002175300
豪華絢爛,ゴウカケンラン,https://www.kanjipedia.jp//kotoba/0002355300
膏火自煎,こうかじせん,https://www.kanjipedia.jp//kotoba/0002306200
効果覿面,こうかてきめん,https://www.kanjipedia.jp//kotoba/0002191700
高歌放吟,こうかほうぎん,https://www.kanjipedia.jp//kotoba/0002251400
合歓綢繆,ごうかんちゅうびゅう,https://www.kanjipedia.jp//kotoba/0002345200
傲岸不遜,ごうがんふそん,https://www.kanjipedia.jp//kotoba/0002353300
厚顔無恥,コウガンムチ,https://www.kanjipedia.jp//kotoba/0002205800
剛毅果断,ごうきかだん,https://www.kanjipedia.jp//kotoba/0002349100
綱紀粛正,こうきしゅくせい,https://www.kanjipedia.jp//kotoba/0002304700
好機到来,こうきとうらい,https://www.kanjipedia.jp//kotoba/0002165100
剛毅木訥,ごうきぼくとつ,https://www.kanjipedia.jp//kotoba/0002349200
黄絹幼婦,こうけんようふ,https://www.kanjipedia.jp//kotoba/0002269000
巧言乱徳,こうげんらんとく,https://www.kanjipedia.jp//kotoba/0002142100
高材疾足,こうざいしっそく,https://www.kanjipedia.jp//kotoba/0002252400
光彩奪目,こうさいだつもく,https://www.kanjipedia.jp//kotoba/0002158000
幸災楽禍,こうさいらくか,https://www.kanjipedia.jp//kotoba/0002193700
光彩陸離,こうさいりくり,https://www.kanjipedia.jp//kotoba/0002158100
高山景行,こうざんけいこう,https://www.kanjipedia.jp//kotoba/0002252600
高山流水,こうざんりゅうすい,https://www.kanjipedia.jp//kotoba/0002252700
皓歯蛾眉,こうしがび,https://www.kanjipedia.jp//kotoba/0002278200
口耳講説,こうじこうせつ,https://www.kanjipedia.jp//kotoba/0002123600
口耳四寸,こうじしすん,https://www.kanjipedia.jp//kotoba/0002123700
行尸走肉,こうしそうにく,https://www.kanjipedia.jp//kotoba/0002175600
行屎走尿,こうしそうにょう,https://www.kanjipedia.jp//kotoba/0002175700
曠日弥久,こうじつびきゅう,https://www.kanjipedia.jp//kotoba/0002333400
鉤縄規矩,こうじょうきく,https://www.kanjipedia.jp//kotoba/0002297100
攻城野戦,こうじょうやせん,https://www.kanjipedia.jp//kotoba/0002185100
公序良俗,こうじょりょうぞく,https://www.kanjipedia.jp//kotoba/0002132800
嚆矢濫觴,こうしらんしょう,https://www.kanjipedia.jp//kotoba/0002314400
黄塵万丈,コウジンバンジョウ,https://www.kanjipedia.jp//kotoba/0002269400
考績幽明,こうせきゆうめい,https://www.kanjipedia.jp//kotoba/0002172200
広大無辺,こうだいむへん,https://www.kanjipedia.jp//kotoba/0002145000
宏大無辺,こうだいむへん,https://www.kanjipedia.jp//kotoba/0002181900
強談威迫,ごうだんいはく,https://www.kanjipedia.jp//kotoba/0001519400
高談雄弁,こうだんゆうべん,https://www.kanjipedia.jp//kotoba/0002253500
黄中内潤,こうちゅうないじゅん,https://www.kanjipedia.jp//kotoba/0002269600
黄道吉日,こうどうきちにち,https://www.kanjipedia.jp//kotoba/0002269800
交頭接耳,こうとうせつじ,https://www.kanjipedia.jp//kotoba/0002154800
荒唐無稽,こうとうむけい,https://www.kanjipedia.jp//kotoba/0002227100
紅灯緑酒,こうとうりょくしゅ,https://www.kanjipedia.jp//kotoba/0002221200
皇統連綿,こうとうれんめん,https://www.kanjipedia.jp//kotoba/0002218400
功徳兼隆,こうとくけんりゅう,https://www.kanjipedia.jp//kotoba/0002139600
狡兎三窟,こうとさんくつ,https://www.kanjipedia.jp//kotoba/0002216000
好評嘖嘖,こうひょうさくさく,https://www.kanjipedia.jp//kotoba/0002167400
光風霽月,こうふうせいげつ,https://www.kanjipedia.jp//kotoba/0002158800
公平無私,こうへいむし,https://www.kanjipedia.jp//kotoba/0002134700
光芒一閃,こうぼういっせん,https://www.kanjipedia.jp//kotoba/0002159000
豪放磊落,ごうほうらいらく,https://www.kanjipedia.jp//kotoba/0002357100
槁木死灰,こうぼくしかい,https://www.kanjipedia.jp//kotoba/0002301400
公明正大,こうめいせいだい,https://www.kanjipedia.jp//kotoba/0002135400
毫毛斧柯,ごうもうふか,https://www.kanjipedia.jp//kotoba/0007482000
紅毛碧眼,こうもうへきがん,https://www.kanjipedia.jp//kotoba/0002221400
洽覧深識,こうらんしんしき,https://www.kanjipedia.jp//kotoba/0002214900
膏粱子弟,こうりょうしてい,https://www.kanjipedia.jp//kotoba/0002306900
甲論乙駁,こうろんおつばく,https://www.kanjipedia.jp//kotoba/0002151000
高論卓説,こうろんたくせつ,https://www.kanjipedia.jp//kotoba/0002256500
孤影悄然,こえいしょうぜん,https://www.kanjipedia.jp//kotoba/0002043400
呉越同舟,ごえつどうしゅう,https://www.kanjipedia.jp//kotoba/0002092700
古往今来,こおうこんらい,https://www.kanjipedia.jp//kotoba/0002025100
狐疑逡巡,こぎしゅんじゅん,https://www.kanjipedia.jp//kotoba/0002052300
呼牛呼馬,こぎゅうこば,https://www.kanjipedia.jp//kotoba/0002032000
五行相剋,ごぎょうそうこく,https://www.kanjipedia.jp//kotoba/0002083500
極悪非道,ごくあくひどう,https://www.kanjipedia.jp//kotoba/0001580400
国士無双,こくしむそう,https://www.kanjipedia.jp//kotoba/0002374900
国色天香,こくしょくてんこう,https://www.kanjipedia.jp//kotoba/0002375600
黒風白雨,こくふうはくう,https://www.kanjipedia.jp//kotoba/0002383400
極楽往生,ごくらくおうじょう,https://www.kanjipedia.jp//kotoba/0001581600
極楽浄土,ごくらくじょうど,https://www.kanjipedia.jp//kotoba/0001581700
国利民福,こくりみんぷく,https://www.kanjipedia.jp//kotoba/0002377000
孤苦零丁,こくれいてい,https://www.kanjipedia.jp//kotoba/0002043500
刻露清秀,こくろせいしゅう,https://www.kanjipedia.jp//kotoba/0002372200
孤軍奮闘,こぐんふんとう,https://www.kanjipedia.jp//kotoba/0002043600
古今東西,ここんとうざい,https://www.kanjipedia.jp//kotoba/0002025900
古今独歩,ここんどっぽ,https://www.kanjipedia.jp//kotoba/0002026000
古今無双,ここんむそう,https://www.kanjipedia.jp//kotoba/0002026200
虎視眈眈,こしたんたん,https://www.kanjipedia.jp//kotoba/0002040600
枯樹生華,こじゅせいか,https://www.kanjipedia.jp//kotoba/0002050300
後生大事,ごしょうだいじ,https://www.kanjipedia.jp//kotoba/0002102500
後生菩提,ごしょうぼだい,https://www.kanjipedia.jp//kotoba/0002102600
孤城落日,こじょうらくじつ,https://www.kanjipedia.jp//kotoba/0002044100
五濁悪世,ごじょくあくせ,https://www.kanjipedia.jp//kotoba/0002084700
古色蒼然,こしょくそうぜん,https://www.kanjipedia.jp//kotoba/0002026700
故事来歴,こじらいれき,https://www.kanjipedia.jp//kotoba/0002047400
牛頭馬頭,ごずめず,https://www.kanjipedia.jp//kotoba/0001420300
五臓六腑,ごぞうろっぷ,https://www.kanjipedia.jp//kotoba/0002085200
五体投地,ごたいとうち,https://www.kanjipedia.jp//kotoba/0002085500
誇大妄想,こだいもうそう,https://www.kanjipedia.jp//kotoba/0002070500
孤注一擲,こちゅういってき,https://www.kanjipedia.jp//kotoba/0002044200
克己復礼,こっきふくれい,https://www.kanjipedia.jp//kotoba/0002368000
刻苦勉励,こっくべんれい,https://www.kanjipedia.jp//kotoba/0002372400
滑稽洒脱,こっけいしゃだつ,https://www.kanjipedia.jp//kotoba/0000978600
五風十雨,ごふうじゅうう,https://www.kanjipedia.jp//kotoba/0002085900
鼓腹撃壌,こふくげきじょう,https://www.kanjipedia.jp//kotoba/0002074000
鼓舞激励,こぶげきれい,https://www.kanjipedia.jp//kotoba/0002073800
孤峰絶岸,こほうぜつがん,https://www.kanjipedia.jp//kotoba/0002044500
枯木寒巌,こぼくかんがん,https://www.kanjipedia.jp//kotoba/0007465700
枯木死灰,こぼくしかい,https://www.kanjipedia.jp//kotoba/0002050600
孤立無援,コリツムエン,https://www.kanjipedia.jp//kotoba/0002044700
斎戒沐浴,さいかいもくよく,https://www.kanjipedia.jp//kotoba/0002522900
採花汲水,さいかきっすい,https://www.kanjipedia.jp//kotoba/0002508300
歳寒三友,さいかんさんゆう,https://www.kanjipedia.jp//kotoba/0002534600
才気煥発,さいきかんぱつ,https://www.kanjipedia.jp//kotoba/0002488100
罪業消滅,ざいごうしょうめつ,https://www.kanjipedia.jp//kotoba/0002552400
在在所所,ざいざいしょしょ,https://www.kanjipedia.jp//kotoba/0002546800
再三再四,さいさんさいし,https://www.kanjipedia.jp//kotoba/0002491500
才子佳人,さいしかじん,https://www.kanjipedia.jp//kotoba/0002488300
在邇求遠,ざいじきゅうえん,https://www.kanjipedia.jp//kotoba/0007466900
妻子眷族,さいしけんぞく,https://www.kanjipedia.jp//kotoba/0002495000
才子多病,さいしたびょう,https://www.kanjipedia.jp//kotoba/0002488500
載舟覆舟,さいしゅうふくしゅう,https://www.kanjipedia.jp//kotoba/0002537200
才色兼備,サイショクケンビ,https://www.kanjipedia.jp//kotoba/0002488600
祭政一致,さいせいいっち,https://www.kanjipedia.jp//kotoba/0002513900
載籍浩瀚,さいせきこうかん,https://www.kanjipedia.jp//kotoba/0007482200
灑掃応対,さいそうおうたい,https://www.kanjipedia.jp//kotoba/0007482400
裁断批評,さいだんひひょう,https://www.kanjipedia.jp//kotoba/0002528600
採長補短,さいちょうほたん,https://www.kanjipedia.jp//kotoba/0002509200
才徳兼備,さいとくけんび,https://www.kanjipedia.jp//kotoba/0002489100
西方浄土,さいほうじょうど,https://www.kanjipedia.jp//kotoba/0003852800
菜圃麦隴,さいほばくろう,https://www.kanjipedia.jp//kotoba/0002519900
豺狼当路,さいろうとうろ,https://www.kanjipedia.jp//kotoba/0007482100
坐臥行歩,ざがこうほ,https://www.kanjipedia.jp//kotoba/0002482100
作史三長,さくしさんちょう,https://www.kanjipedia.jp//kotoba/0002563000
削足適履,さくそくてきり,https://www.kanjipedia.jp//kotoba/0002565800
昨非今是,さくひこんぜ,https://www.kanjipedia.jp//kotoba/0002567200
作文三上,さくぶんさんじょう,https://www.kanjipedia.jp//kotoba/0002563600
鑿壁偸光,さくへきとうこう,https://www.kanjipedia.jp//kotoba/0007467000
左顧右眄,さこうべん,https://www.kanjipedia.jp//kotoba/0002453600
瑣砕細膩,ささいさいじ,https://www.kanjipedia.jp//kotoba/0007466600
坐作進退,ざさしんたい,https://www.kanjipedia.jp//kotoba/0002482400
沙中偶語,さちゅうぐうご,https://www.kanjipedia.jp//kotoba/0002459600
察言観色,さつげんかんしき,https://www.kanjipedia.jp//kotoba/0002600000
左提右挈,さていゆうけつ,https://www.kanjipedia.jp//kotoba/0002454100
作礼而去,さらいにこ,https://www.kanjipedia.jp//kotoba/0002564500
沙羅双樹,さらそうじゅ,https://www.kanjipedia.jp//kotoba/0002459800
桟雲峡雨,さんうんきょうう,https://www.kanjipedia.jp//kotoba/0002652200
三界無安,さんがいむあん,https://www.kanjipedia.jp//kotoba/0002623000
三界流転,さんがいるてん,https://www.kanjipedia.jp//kotoba/0002623100
山河襟帯,さんがきんたい,https://www.kanjipedia.jp//kotoba/0002635300
三寒四温,サンカンシオン,https://www.kanjipedia.jp//kotoba/0002623400
山簡倒載,さんかんとうさい,https://www.kanjipedia.jp//kotoba/0002635500
"三三浴
",さんきんさんよく,https://www.kanjipedia.jp//kotoba/0002623600
三綱五常,さんこうごじょう,https://www.kanjipedia.jp//kotoba/0002624600
山高水長,さんこうすいちょう,https://www.kanjipedia.jp//kotoba/0002636100
残酷非道,ざんこくひどう,https://www.kanjipedia.jp//kotoba/0002682400
三三五五,サンサンゴゴ,https://www.kanjipedia.jp//kotoba/0002625500
残山剰水,ざんざんじょうすい,https://www.kanjipedia.jp//kotoba/0002682700
三思後行,さんしこうこう,https://www.kanjipedia.jp//kotoba/0002625700
山紫水明,サンシスイメイ,https://www.kanjipedia.jp//kotoba/0002636600
三者三様,さんしゃさんよう,https://www.kanjipedia.jp//kotoba/0002626100
三者鼎談,さんしゃていだん,https://www.kanjipedia.jp//kotoba/0002626200
斬新奇抜,ざんしんきばつ,https://www.kanjipedia.jp//kotoba/0002686200
三千世界,さんぜんせかい,https://www.kanjipedia.jp//kotoba/0002627500
"讒諂面
",ざんてんめんゆ,https://www.kanjipedia.jp//kotoba/0002693500
残忍酷薄,ざんにんこくはく,https://www.kanjipedia.jp//kotoba/0002683700
残念無念,ざんねんむねん,https://www.kanjipedia.jp//kotoba/0002683900
三拝九拝,さんぱいきゅうはい,https://www.kanjipedia.jp//kotoba/0002628600
三百代言,さんびゃくだいげん,https://www.kanjipedia.jp//kotoba/0002629000
三平二満,さんぺいじまん,https://www.kanjipedia.jp//kotoba/0002629600
残編断簡,ざんぺんだんかん,https://www.kanjipedia.jp//kotoba/0002684000
三位一体,サンミイッタイ,https://www.kanjipedia.jp//kotoba/0002630400
三面六臂,さんめんろっぴ,https://www.kanjipedia.jp//kotoba/0002630600
山容水態,さんようすいたい,https://www.kanjipedia.jp//kotoba/0002638500
三令五申,さんれいごしん,https://www.kanjipedia.jp//kotoba/0002631200
詩歌管弦,しいかかんげん,https://www.kanjipedia.jp//kotoba/0002817500
尸位素餐,しいそさん,https://www.kanjipedia.jp//kotoba/0002701400
四海兄弟,しかいけいてい,https://www.kanjipedia.jp//kotoba/0002716600
死灰復然,しかいふくねん,https://www.kanjipedia.jp//kotoba/0002730900
自画自賛,じがじさん,https://www.kanjipedia.jp//kotoba/0002852700
自家撞着,じかどうちゃく,https://www.kanjipedia.jp//kotoba/0002852000
只管打坐,しかんたざ,https://www.kanjipedia.jp//kotoba/0002714800
時期尚早,じきしょうそう,https://www.kanjipedia.jp//kotoba/0002878100
色即是空,しきそくぜくう,https://www.kanjipedia.jp//kotoba/0003537700
自給自足,じきゅうじそく,https://www.kanjipedia.jp//kotoba/0002853200
至恭至順,しきょうしじゅん,https://www.kanjipedia.jp//kotoba/0002738700
四衢八街,しくはちがい,https://www.kanjipedia.jp//kotoba/0002717100
四苦八苦,シクハック,https://www.kanjipedia.jp//kotoba/0002717200
舳艫千里,じくろせんり,https://www.kanjipedia.jp//kotoba/0002909400
子建八斗,しけんはっと,https://www.kanjipedia.jp//kotoba/0002699600
