yojijukugo,reading,link
鋳山煮海,ちゅうさんしゃかい,https://www.kanjipedia.jp//kotoba/0004756700
抽薪止沸,ちゅうしんしふつ,https://www.kanjipedia.jp//kotoba/0004739800
昼想夜夢,ちゅうそうやむ,https://www.kanjipedia.jp//kotoba/0004744200
躊躇逡巡,ちゅうちょしゅんじゅん,https://www.kanjipedia.jp//kotoba/0004761600
中通外直,ちゅうつうがいちょく,https://www.kanjipedia.jp//kotoba/0004726000
中途半端,ちゅうとはんぱ,https://www.kanjipedia.jp//kotoba/0004726500
中肉中背,ちゅうにくちゅうぜい,https://www.kanjipedia.jp//kotoba/0004726600
綢繆未雨,ちゅうびゅうみう,https://www.kanjipedia.jp//kotoba/0007483400
昼夜兼行,ちゅうやけんこう,https://www.kanjipedia.jp//kotoba/0004744400
忠勇義烈,ちゅうゆうぎれつ,https://www.kanjipedia.jp//kotoba/0004738700
長安日辺,ちょうあんにっぺん,https://www.kanjipedia.jp//kotoba/0004785100
朝衣朝冠,ちょういちょうかん,https://www.kanjipedia.jp//kotoba/0004810500
朝雲暮雨,ちょううんぼう,https://www.kanjipedia.jp//kotoba/0004810600
朝盈夕虚,ちょうえいせききょ,https://www.kanjipedia.jp//kotoba/0007472900
朝改暮変,ちょうかいぼへん,https://www.kanjipedia.jp//kotoba/0004810800
朝過夕改,ちょうかせきかい,https://www.kanjipedia.jp//kotoba/0004810900
朝観夕覧,ちょうかんせきらん,https://www.kanjipedia.jp//kotoba/0004811000
長頸烏喙,ちょうけいうかい,https://www.kanjipedia.jp//kotoba/0004785700
重見天日,ちょうけんてんじつ,https://www.kanjipedia.jp//kotoba/0003179700
鳥語花香,ちょうごかこう,https://www.kanjipedia.jp//kotoba/0004804800
朝三暮四,チョウサンボシ,https://www.kanjipedia.jp//kotoba/0004811400
張三李四,ちょうさんりし,https://www.kanjipedia.jp//kotoba/0004797200
長者三代,ちょうじゃさんだい,https://www.kanjipedia.jp//kotoba/0004786500
朝種暮穫,ちょうしゅぼかく,https://www.kanjipedia.jp//kotoba/0004811500
鳥尽弓蔵,ちょうじんきゅうぞう,https://www.kanjipedia.jp//kotoba/0004804900
朝真暮偽,ちょうしんぼぎ,https://www.kanjipedia.jp//kotoba/0004811600
朝秦暮楚,ちょうしんぼそ,https://www.kanjipedia.jp//kotoba/0004811700
彫心鏤骨,ちょうしんるこつ,https://www.kanjipedia.jp//kotoba/0004798600
長生久視,ちょうせいきゅうし,https://www.kanjipedia.jp//kotoba/0004787300
長生不死,ちょうせいふし,https://www.kanjipedia.jp//kotoba/0004787400
朝生暮死,ちょうせいぼし,https://www.kanjipedia.jp//kotoba/0004811800
彫虫篆刻,ちょうちゅうてんこく,https://www.kanjipedia.jp//kotoba/0007472800
喋喋喃喃,ちょうちょうなんなん,https://www.kanjipedia.jp//kotoba/0004807200
丁丁発止,ちょうちょうはっし,https://www.kanjipedia.jp//kotoba/0004775800
打打発止,ちょうちょうはっし,https://www.kanjipedia.jp//kotoba/0004409900
朝朝暮暮,ちょうちょうぼぼ,https://www.kanjipedia.jp//kotoba/0004812000
長汀曲浦,ちょうていきょくほ,https://www.kanjipedia.jp//kotoba/0004788000
頂天立地,ちょうてんりっち,https://www.kanjipedia.jp//kotoba/0004803700
雕文刻鏤,ちょうぶんこくる,https://www.kanjipedia.jp//kotoba/0004838900
長命富貴,ちょうめいふうき,https://www.kanjipedia.jp//kotoba/0004788700
朝蠅暮蚊,ちょうようぼぶん,https://www.kanjipedia.jp//kotoba/0004812500
"跳梁跋
",ちょうりょうばっこ,https://www.kanjipedia.jp//kotoba/0004820400
朝令暮改,チョウレイボカイ,https://www.kanjipedia.jp//kotoba/0004812800
"零磨滅
",ちょうれいまめつ,https://www.kanjipedia.jp//kotoba/0004794200
直往邁進,ちょくおうまいしん,https://www.kanjipedia.jp//kotoba/0004848700
直情径行,ちょくじょうけいこう,https://www.kanjipedia.jp//kotoba/0004849500
直截簡明,ちょくせつかんめい,https://www.kanjipedia.jp//kotoba/0004849900
佇思停機,ちょしていき,https://www.kanjipedia.jp//kotoba/0004763100
猪突猛進,ちょとつもうしん,https://www.kanjipedia.jp//kotoba/0004766300
治乱興亡,ちらんこうぼう,https://www.kanjipedia.jp//kotoba/0002873200
知略縦横,ちりゃくじゅうおう,https://www.kanjipedia.jp//kotoba/0004674400
枕戈待旦,ちんかたいたん,https://www.kanjipedia.jp//kotoba/0006545000
沈魚落雁,ちんぎょらくがん,https://www.kanjipedia.jp//kotoba/0004861300
沈思黙考,ちんしもっこう,https://www.kanjipedia.jp//kotoba/0004861700
陳勝呉広,ちんしょうごこう,https://www.kanjipedia.jp//kotoba/0004869100
沈博絶麗,ちんぱくぜつれい,https://www.kanjipedia.jp//kotoba/0004862700
珍味佳肴,ちんみかこう,https://www.kanjipedia.jp//kotoba/0004866400
沈黙寡言,ちんもくかげん,https://www.kanjipedia.jp//kotoba/0004863100
枕流漱石,チンリュウソウセキ,https://www.kanjipedia.jp//kotoba/0006545400
追根究底,ついこんきゅうてい,https://www.kanjipedia.jp//kotoba/0004880300
追奔逐北,ついほんちくほく,https://www.kanjipedia.jp//kotoba/0004882700
通暁暢達,つうぎょうちょうたつ,https://www.kanjipedia.jp//kotoba/0004889700
痛定思痛,つうていしつう,https://www.kanjipedia.jp//kotoba/0004895600
九十九髪,つくもがみ,https://www.kanjipedia.jp//kotoba/0001364100
津津浦浦,つつうらうら,https://www.kanjipedia.jp//kotoba/0003606000
九十九折,つづらおり,https://www.kanjipedia.jp//kotoba/0001364200
低回顧望,ていかいこぼう,https://www.kanjipedia.jp//kotoba/0004938200
提耳面命,ていじめんめい,https://www.kanjipedia.jp//kotoba/0004974900
低唱微吟,ていしょうびぎん,https://www.kanjipedia.jp//kotoba/0004938600
泥船渡河,でいせんとか,https://www.kanjipedia.jp//kotoba/0004994000
低頭傾首,ていとうけいしゅ,https://www.kanjipedia.jp//kotoba/0004939000
剃髪落飾,ていはつらくしょく,https://www.kanjipedia.jp//kotoba/0004954300
手枷足枷,てかせあしかせ,https://www.kanjipedia.jp//kotoba/0003034300
擲果満車,てきかまんしゃ,https://www.kanjipedia.jp//kotoba/0005011500
適材適所,てきざいてきしょ,https://www.kanjipedia.jp//kotoba/0005007000
適者生存,てきしゃせいぞん,https://www.kanjipedia.jp//kotoba/0005007200
滴水成氷,てきすいせいひょう,https://www.kanjipedia.jp//kotoba/0005005100
鉄樹開花,てつじゅかいか,https://www.kanjipedia.jp//kotoba/0005025300
鉄心石腸,てっしんせきちょう,https://www.kanjipedia.jp//kotoba/0005025600
徹頭徹尾,てっとうてつび,https://www.kanjipedia.jp//kotoba/0005028700
鉄網珊瑚,てつもうさんご,https://www.kanjipedia.jp//kotoba/0007473400
手前味噌,てまえみそ,https://www.kanjipedia.jp//kotoba/0003041400
手練手管,てレンてくだ,https://www.kanjipedia.jp//kotoba/0003042200
天衣無縫,てんいむほう,https://www.kanjipedia.jp//kotoba/0005036000
天涯孤独,てんがいこどく,https://www.kanjipedia.jp//kotoba/0005036800
天涯地角,てんがいちかく,https://www.kanjipedia.jp//kotoba/0005036900
天涯比隣,てんがいひりん,https://www.kanjipedia.jp//kotoba/0005037000
天下泰平,てんかたいへい,https://www.kanjipedia.jp//kotoba/0005036300
天下無双,てんかむそう,https://www.kanjipedia.jp//kotoba/0005036500
天空海闊,てんくうかいかつ,https://www.kanjipedia.jp//kotoba/0005038300
天花乱墜,てんげらんつい,https://www.kanjipedia.jp//kotoba/0005038500
天懸地隔,てんけんちかく,https://www.kanjipedia.jp//kotoba/0005039100
甜言蜜語,てんげんみつご,https://www.kanjipedia.jp//kotoba/0005063800
電光影裏,でんこうえいり,https://www.kanjipedia.jp//kotoba/0005095300
電光石火,でんこうせっか,https://www.kanjipedia.jp//kotoba/0005095400
電光朝露,でんこうちょうろ,https://www.kanjipedia.jp//kotoba/0005095500
天災地変,てんさいちへん,https://www.kanjipedia.jp//kotoba/0005039600
天姿国色,てんしこくしょく,https://www.kanjipedia.jp//kotoba/0005040300
天井桟敷,てんじょうさじき,https://www.kanjipedia.jp//kotoba/0005040900
天壌無窮,てんじょうむきゅう,https://www.kanjipedia.jp//kotoba/0005041000
天神地祇,てんじんちぎ,https://www.kanjipedia.jp//kotoba/0005041500
天真爛漫,てんしんらんまん,https://www.kanjipedia.jp//kotoba/0005041600
天造草昧,てんぞうそうまい,https://www.kanjipedia.jp//kotoba/0005042100
天孫降臨,てんそんこうりん,https://www.kanjipedia.jp//kotoba/0005042400
霑体塗足,てんたいとそく,https://www.kanjipedia.jp//kotoba/0005076500
天地一指,てんちいっし,https://www.kanjipedia.jp//kotoba/0005042800
天地開闢,てんちかいびゃく,https://www.kanjipedia.jp//kotoba/0005042900
天地玄黄,てんちげんこう,https://www.kanjipedia.jp//kotoba/0005043000
天地神明,てんちしんめい,https://www.kanjipedia.jp//kotoba/0005043100
天地無用,てんちむよう,https://www.kanjipedia.jp//kotoba/0005043300
天長地久,てんちょうちきゅう,https://www.kanjipedia.jp//kotoba/0005043700
天手古舞,てんてこまい,https://www.kanjipedia.jp//kotoba/0005044000
輾転反側,てんてんはんそく,https://www.kanjipedia.jp//kotoba/0005077400
天罰覿面,てんばつてきめん,https://www.kanjipedia.jp//kotoba/0005045900
田夫野人,でんぷやじん,https://www.kanjipedia.jp//kotoba/0005086200
天変地異,てんぺんちい,https://www.kanjipedia.jp//kotoba/0005047100
転迷開悟,てんめいかいご,https://www.kanjipedia.jp//kotoba/0005069300
天佑神助,てんゆうしんじょ,https://www.kanjipedia.jp//kotoba/0005048000
天理人欲,てんりじんよく,https://www.kanjipedia.jp//kotoba/0005048500
当意即妙,とういそくみょう,https://www.kanjipedia.jp//kotoba/0005150800
桃園結義,とうえんけつぎ,https://www.kanjipedia.jp//kotoba/0005181500
凍解氷釈,とうかいひょうしゃく,https://www.kanjipedia.jp//kotoba/0005174600
冬夏青青,とうかせいせい,https://www.kanjipedia.jp//kotoba/0005147000
東窺西望,とうきせいぼう,https://www.kanjipedia.jp//kotoba/0007473900
当機立断,とうきりつだん,https://www.kanjipedia.jp//kotoba/0005151100
陶犬瓦鶏,とうけんがけい,https://www.kanjipedia.jp//kotoba/0005196200
同工異曲,どうこういきょく,https://www.kanjipedia.jp//kotoba/0005257600
韜光晦迹,とうこうかいせき,https://www.kanjipedia.jp//kotoba/0007474000
刀耕火種,とうこうかしゅ,https://www.kanjipedia.jp//kotoba/0005144900
倒行逆施,とうこうぎゃくし,https://www.kanjipedia.jp//kotoba/0005171100
刀光剣影,とうこうけんえい,https://www.kanjipedia.jp//kotoba/0005145000
桃紅柳緑,とうこうりゅうりょく,https://www.kanjipedia.jp//kotoba/0005181800
刀山剣樹,とうざんけんじゅ,https://www.kanjipedia.jp//kotoba/0005145100
同床異夢,どうしょういむ,https://www.kanjipedia.jp//kotoba/0005258900
蹈常襲故,とうじょうしゅうこ,https://www.kanjipedia.jp//kotoba/0005239900
銅牆鉄壁,どうしょうてっぺき,https://www.kanjipedia.jp//kotoba/0005280900
同声異俗,どうせいいぞく,https://www.kanjipedia.jp//kotoba/0005259700
陶潜帰去,とうせんききょ,https://www.kanjipedia.jp//kotoba/0005196800
銅駝荊棘,どうだけいきょく,https://www.kanjipedia.jp//kotoba/0005281100
湯池鉄城,とうちてつじょう,https://www.kanjipedia.jp//kotoba/0005202100
道聴塗説,どうちょうとせつ,https://www.kanjipedia.jp//kotoba/0005275900
洞庭春色,どうていしゅんしょく,https://www.kanjipedia.jp//kotoba/0005264000
堂塔伽藍,どうとうがらん,https://www.kanjipedia.jp//kotoba/0005271200
銅頭鉄額,どうとうてつがく,https://www.kanjipedia.jp//kotoba/0005281200
党同伐異,とうどうばつい,https://www.kanjipedia.jp//kotoba/0005172700
頭髪上指,とうはつじょうし,https://www.kanjipedia.jp//kotoba/0005235000
同文同軌,どうぶんどうき,https://www.kanjipedia.jp//kotoba/0005261500
同文同種,どうぶんどうしゅ,https://www.kanjipedia.jp//kotoba/0005261600
東奔西走,とうほんせいそう,https://www.kanjipedia.jp//kotoba/0005166600
稲麻竹葦,とうまちくい,https://www.kanjipedia.jp//kotoba/0005221300
党利党略,とうりとうりゃく,https://www.kanjipedia.jp//kotoba/0005172900
等量斉視,とうりょうせいし,https://www.kanjipedia.jp//kotoba/0005210800
土階三等,どかいさんとう,https://www.kanjipedia.jp//kotoba/0005129900
兎起鶻落,ときこつらく,https://www.kanjipedia.jp//kotoba/0005103500
得意忘言,とくいぼうげん,https://www.kanjipedia.jp//kotoba/0005305400
得意満面,とくいまんめん,https://www.kanjipedia.jp//kotoba/0005305500
独弦哀歌,どくげんあいか,https://www.kanjipedia.jp//kotoba/0005320100
徳高望重,とくこうぼうじゅう,https://www.kanjipedia.jp//kotoba/0005308700
読書三到,どくしょさんとう,https://www.kanjipedia.jp//kotoba/0005325300
読書三昧,どくしょざんまい,https://www.kanjipedia.jp//kotoba/0005325400
読書三余,どくしょさんよ,https://www.kanjipedia.jp//kotoba/0005325500
読書尚友,どくしょしょうゆう,https://www.kanjipedia.jp//kotoba/0005325600
読書亡羊,どくしょぼうよう,https://www.kanjipedia.jp//kotoba/0005325800
徳性涵養,とくせいかんよう,https://www.kanjipedia.jp//kotoba/0005309000
独断専行,どくだんせんこう,https://www.kanjipedia.jp//kotoba/0005321800
特筆大書,とくひつたいしょ,https://www.kanjipedia.jp//kotoba/0005301900
独立自尊,どくりつじそん,https://www.kanjipedia.jp//kotoba/0005322500
独立独歩,どくりつどっぽ,https://www.kanjipedia.jp//kotoba/0005322600
徳量寛大,とくりょうかんだい,https://www.kanjipedia.jp//kotoba/0005309800
土豪劣紳,どごうれっしん,https://www.kanjipedia.jp//kotoba/0005130700
吐故納新,とこのうしん,https://www.kanjipedia.jp//kotoba/0005101600
菟糸燕麦,としえんばく,https://www.kanjipedia.jp//kotoba/0007473800
徒手空拳,としゅくうけん,https://www.kanjipedia.jp//kotoba/0005110600
斗酒隻鶏,としゅせきけい,https://www.kanjipedia.jp//kotoba/0005099900
斗折蛇行,とせつだこう,https://www.kanjipedia.jp//kotoba/0005100100
兎走烏飛,とそううひ,https://www.kanjipedia.jp//kotoba/0005103600
訥言敏行,とつげんびんこう,https://www.kanjipedia.jp//kotoba/0005336500
図南鵬翼,となんほうよく,https://www.kanjipedia.jp//kotoba/0003722800
土崩瓦解,どほうがかい,https://www.kanjipedia.jp//kotoba/0005132800
土木壮麗,どぼくそうれい,https://www.kanjipedia.jp//kotoba/0005133000
吐哺捉髪,とほそくはつ,https://www.kanjipedia.jp//kotoba/0005101800
塗抹詩書,とまつししょ,https://www.kanjipedia.jp//kotoba/0005123100
頓証菩提,とんしょうぼだい,https://www.kanjipedia.jp//kotoba/0005358400
内柔外剛,ないじゅうがいごう,https://www.kanjipedia.jp//kotoba/0005378700
内清外濁,ないせいがいだく,https://www.kanjipedia.jp//kotoba/0005379900
内政干渉,ないせいかんしょう,https://www.kanjipedia.jp//kotoba/0005380000
内疎外親,ないそがいしん,https://www.kanjipedia.jp//kotoba/0005380600
内憂外患,ないゆうがいかん,https://www.kanjipedia.jp//kotoba/0005382700
菜種梅雨,なたねづゆ,https://www.kanjipedia.jp//kotoba/0002520500
南無三宝,なむさんぼう,https://www.kanjipedia.jp//kotoba/0005407500
南郭濫吹,なんかくらんすい,https://www.kanjipedia.jp//kotoba/0005407800
南橘北枳,なんきつほくき,https://www.kanjipedia.jp//kotoba/0005408000
難行苦行,なんぎょうくぎょう,https://www.kanjipedia.jp//kotoba/0005414700
軟紅塵中,なんこうじんちゅう,https://www.kanjipedia.jp//kotoba/0005411200
難攻不落,なんこうふらく,https://www.kanjipedia.jp//kotoba/0005415100
南洽北暢,なんこうほくちょう,https://www.kanjipedia.jp//kotoba/0007474300
南山不落,なんざんふらく,https://www.kanjipedia.jp//kotoba/0005408500
南征北伐,なんせいほくばつ,https://www.kanjipedia.jp//kotoba/0005408600
南船北馬,なんせんほくば,https://www.kanjipedia.jp//kotoba/0005408700
南都北嶺,なんとほくれい,https://www.kanjipedia.jp//kotoba/0005409000
南蛮鴃舌,なんばんげきぜつ,https://www.kanjipedia.jp//kotoba/0005409200
南蛮北狄,なんばんほくてき,https://www.kanjipedia.jp//kotoba/0005409300
二河白道,にがびゃくどう,https://www.kanjipedia.jp//kotoba/0005418800
肉山脯林,にくざんほりん,https://www.kanjipedia.jp//kotoba/0005429800
肉食妻帯,にくじきさいたい,https://www.kanjipedia.jp//kotoba/0005429900
肉袒牽羊,にくたんけんよう,https://www.kanjipedia.jp//kotoba/0005430700
肉袒負荊,にくたんふけい,https://www.kanjipedia.jp//kotoba/0005430800
二者択一,にしゃたくいつ,https://www.kanjipedia.jp//kotoba/0005419300
二束三文,ニソクサンモン,https://www.kanjipedia.jp//kotoba/0005420400
日常坐臥,にちじょうざが,https://www.kanjipedia.jp//kotoba/0005436400
日常茶飯,にちじょうさはん,https://www.kanjipedia.jp//kotoba/0005436500
日陵月替,にちりょうげったい,https://www.kanjipedia.jp//kotoba/0005436900
日居月諸,にっきょげっしょ,https://www.kanjipedia.jp//kotoba/0005437600
日進月歩,にっしんげっぽ,https://www.kanjipedia.jp//kotoba/0005438800
二人三脚,ににんさんきゃく,https://www.kanjipedia.jp//kotoba/0005420900
二百十日,にひゃくとおか,https://www.kanjipedia.jp//kotoba/0005421700
入境問禁,にゅうきょうもんきん,https://www.kanjipedia.jp//kotoba/0005448000
入木三分,にゅうぼくさんぶ,https://www.kanjipedia.jp//kotoba/0005449600
如意宝珠,にょいほうじゅ,https://www.kanjipedia.jp//kotoba/0003316000
如是我聞,にょぜがもん,https://www.kanjipedia.jp//kotoba/0003316300
女人禁制,にょにんきんせい,https://www.kanjipedia.jp//kotoba/0003312600
如法暗夜,にょほうあんや,https://www.kanjipedia.jp//kotoba/0003316500
二律背反,にりつはいはん,https://www.kanjipedia.jp//kotoba/0005422100
二六時中,にろくじちゅう,https://www.kanjipedia.jp//kotoba/0005422300
熱願冷諦,ねつがんれいてい,https://www.kanjipedia.jp//kotoba/0005477500
拈華微笑,ねんげみしょう,https://www.kanjipedia.jp//kotoba/0005488700
年功序列,ねんこうじょれつ,https://www.kanjipedia.jp//kotoba/0005484600
年百年中,ねんびゃくねんじゅう,https://www.kanjipedia.jp//kotoba/0005485700
念仏三昧,ねんぶつざんまい,https://www.kanjipedia.jp//kotoba/0005487900
売剣買牛,ばいけんばいぎゅう,https://www.kanjipedia.jp//kotoba/0005587500
梅妻鶴子,ばいさいかくし,https://www.kanjipedia.jp//kotoba/0007474800
背信棄義,はいしんきぎ,https://www.kanjipedia.jp//kotoba/0005563000
廃寝忘食,はいしんぼうしょく,https://www.kanjipedia.jp//kotoba/0005580300
杯水車薪,はいすいしゃしん,https://www.kanjipedia.jp//kotoba/0005559200
杯盤狼藉,はいばんろうぜき,https://www.kanjipedia.jp//kotoba/0005559600
廃仏毀釈,はいぶつきしゃく,https://www.kanjipedia.jp//kotoba/0005580900
敗柳残花,はいりゅうざんか,https://www.kanjipedia.jp//kotoba/0005577600
破戒無慙,はかいむざん,https://www.kanjipedia.jp//kotoba/0005531900
破顔一笑,はがんいっしょう,https://www.kanjipedia.jp//kotoba/0005532400
馬牛襟裾,ばぎゅうきんきょ,https://www.kanjipedia.jp//kotoba/0005545100
波及効果,はきゅうこうか,https://www.kanjipedia.jp//kotoba/0005527100
破鏡重円,はきょうじゅうえん,https://www.kanjipedia.jp//kotoba/0005532800
博引旁証,はくいんぼうしょう,https://www.kanjipedia.jp//kotoba/0005634500
白雲孤飛,はくうんこひ,https://www.kanjipedia.jp//kotoba/0005614600
博学審問,はくがくしんもん,https://www.kanjipedia.jp//kotoba/0005634900
博学多才,はくがくたさい,https://www.kanjipedia.jp//kotoba/0005635000
博学篤志,はくがくとくし,https://www.kanjipedia.jp//kotoba/0005635100
白玉楼中,はくぎょくろうちゅう,https://www.kanjipedia.jp//kotoba/0005614800
博施済衆,はくしさいしゅう,https://www.kanjipedia.jp//kotoba/0005635400
薄志弱行,はくしじゃっこう,https://www.kanjipedia.jp//kotoba/0005642600
白日昇天,はくじつしょうてん,https://www.kanjipedia.jp//kotoba/0005615300
白砂青松,はくしゃせいしょう,https://www.kanjipedia.jp//kotoba/0005615400
麦秀黍離,ばくしゅうしょり,https://www.kanjipedia.jp//kotoba/0007475000
拍手喝采,はくしゅかっさい,https://www.kanjipedia.jp//kotoba/0005625800
白首窮経,はくしゅきゅうけい,https://www.kanjipedia.jp//kotoba/0005615600
白水真人,はくすいしんじん,https://www.kanjipedia.jp//kotoba/0005616000
麦穂両岐,ばくすいりょうき,https://www.kanjipedia.jp//kotoba/0005648800
伯仲叔季,はくちゅうしゅくき,https://www.kanjipedia.jp//kotoba/0005623000
幕天席地,ばくてんせきち,https://www.kanjipedia.jp//kotoba/0006541900
薄物細故,はくぶつさいこ,https://www.kanjipedia.jp//kotoba/0005643300
博聞強記,はくぶんきょうき,https://www.kanjipedia.jp//kotoba/0005636100
博文約礼,はくぶんやくれい,https://www.kanjipedia.jp//kotoba/0005636200
薄暮冥冥,はくぼめいめい,https://www.kanjipedia.jp//kotoba/0005643500
博覧強記,はくらんきょうき,https://www.kanjipedia.jp//kotoba/0005636400
薄利多売,はくりたばい,https://www.kanjipedia.jp//kotoba/0005643900
馬耳東風,ばじとうふう,https://www.kanjipedia.jp//kotoba/0005545400
馬歯徒増,ばしとぞう,https://www.kanjipedia.jp//kotoba/0005545500
破邪顕正,はじゃけんしょう,https://www.kanjipedia.jp//kotoba/0005533500
八十八夜,はちじゅうはちや,https://www.kanjipedia.jp//kotoba/0005678400
八面玲瓏,はちめんれいろう,https://www.kanjipedia.jp//kotoba/0005678700
八面六臂,はちめんろっぴ,https://www.kanjipedia.jp//kotoba/0005678800
抜苦与楽,ばっくよらく,https://www.kanjipedia.jp//kotoba/0005700100
八紘一宇,はっこういちう,https://www.kanjipedia.jp//kotoba/0005679100
白黒分明,はっこくぶんめい,https://www.kanjipedia.jp//kotoba/0005620500
八索九丘,はっさくきゅうきゅう,https://www.kanjipedia.jp//kotoba/0005679300
抜山蓋世,ばつざんがいせい,https://www.kanjipedia.jp//kotoba/0005700300
八宗兼学,はっしゅうけんがく,https://www.kanjipedia.jp//kotoba/0005679400
発人深省,はつじんしんせい,https://www.kanjipedia.jp//kotoba/0005689200
発憤興起,はっぷんこうき,https://www.kanjipedia.jp//kotoba/0005691100
発憤忘食,はっぷんぼうしょく,https://www.kanjipedia.jp//kotoba/0005691200
八方美人,はっぽうびじん,https://www.kanjipedia.jp//kotoba/0005679800
抜本塞源,ばっぽんそくげん,https://www.kanjipedia.jp//kotoba/0005701200
抜来報往,ばつらいほうおう,https://www.kanjipedia.jp//kotoba/0005701300
撥乱反正,はつらんはんせい,https://www.kanjipedia.jp//kotoba/0005695600
鼻元思案,はなもとじあん,https://www.kanjipedia.jp//kotoba/0005883800
破釜沈船,はふちんせん,https://www.kanjipedia.jp//kotoba/0005534700
爬羅剔抉,はらてっけつ,https://www.kanjipedia.jp//kotoba/0005529400
波瀾万丈,はらんばんじょう,https://www.kanjipedia.jp//kotoba/0005528200
罵詈雑言,ばりぞうごん,https://www.kanjipedia.jp//kotoba/0005551000
氾愛兼利,はんあいけんり,https://www.kanjipedia.jp//kotoba/0005732400
反間苦肉,はんかんくにく,https://www.kanjipedia.jp//kotoba/0005721900
煩言砕辞,はんげんさいじ,https://www.kanjipedia.jp//kotoba/0005759300
万古千秋,ばんこせんしゅう,https://www.kanjipedia.jp//kotoba/0006575100
万古長青,ばんこちょうせい,https://www.kanjipedia.jp//kotoba/0006575200
万古不易,ばんこふえき,https://www.kanjipedia.jp//kotoba/0006575300
盤根錯節,ばんこんさくせつ,https://www.kanjipedia.jp//kotoba/0005786400
万死一生,ばんしいっせい,https://www.kanjipedia.jp//kotoba/0006576000
半死半生,はんしはんしょう,https://www.kanjipedia.jp//kotoba/0005728600
伴食宰相,ばんしょくさいしょう,https://www.kanjipedia.jp//kotoba/0005737800
半信半疑,はんしんはんぎ,https://www.kanjipedia.jp//kotoba/0005729300
半身不随,はんしんふずい,https://www.kanjipedia.jp//kotoba/0005729400
万世一系,ばんせいいっけい,https://www.kanjipedia.jp//kotoba/0006576800
半醒半睡,はんせいはんすい,https://www.kanjipedia.jp//kotoba/0005729800
万世不刊,ばんせいふかん,https://www.kanjipedia.jp//kotoba/0006576900
版籍奉還,はんせきほうかん,https://www.kanjipedia.jp//kotoba/0005745500
半知半解,はんちはんかい,https://www.kanjipedia.jp//kotoba/0005730400
万能一心,ばんのういっしん,https://www.kanjipedia.jp//kotoba/0006577800
万馬奔騰,ばんばほんとう,https://www.kanjipedia.jp//kotoba/0006577900
万万千千,ばんばんせんせん,https://www.kanjipedia.jp//kotoba/0006578100
帆腹飽満,はんぷくほうまん,https://www.kanjipedia.jp//kotoba/0005734600
万物斉同,ばんぶつせいどう,https://www.kanjipedia.jp//kotoba/0006578500
万夫不当,ばんぷふとう,https://www.kanjipedia.jp//kotoba/0006578700
繁文縟礼,はんぶんじょくれい,https://www.kanjipedia.jp//kotoba/0005769800
反面教師,はんめんきょうし,https://www.kanjipedia.jp//kotoba/0005725300
万里同風,ばんりどうふう,https://www.kanjipedia.jp//kotoba/0006579400
被害妄想,ひがいもうそう,https://www.kanjipedia.jp//kotoba/0005829300
悲歌慷慨,ひかこうがい,https://www.kanjipedia.jp//kotoba/0005833500
被褐懐玉,ひかつかいぎょく,https://www.kanjipedia.jp//kotoba/0005829400
飛花落葉,ひからくよう,https://www.kanjipedia.jp//kotoba/0005820000
悲喜交交,ひきこもごも,https://www.kanjipedia.jp//kotoba/0005833900
披荊斬棘,ひけいざんきょく,https://www.kanjipedia.jp//kotoba/0007475200
被堅執鋭,ひけんしつえい,https://www.kanjipedia.jp//kotoba/0005829700
比肩随踵,ひけんずいしょう,https://www.kanjipedia.jp//kotoba/0005792600
微言大義,びげんたいぎ,https://www.kanjipedia.jp//kotoba/0005878600
飛耳長目,ひじちょうもく,https://www.kanjipedia.jp//kotoba/0005820600
美酒佳肴,びしゅかこう,https://www.kanjipedia.jp//kotoba/0005870100
美辞麗句,びじれいく,https://www.kanjipedia.jp//kotoba/0005869800
美人薄命,びじんはくめい,https://www.kanjipedia.jp//kotoba/0005870400
皮相浅薄,ひそうせんぱく,https://www.kanjipedia.jp//kotoba/0005796200
筆耕硯田,ひっこうけんでん,https://www.kanjipedia.jp//kotoba/0005908200
匹夫匹婦,ひっぷひっぷ,https://www.kanjipedia.jp//kotoba/0005902500
筆力扛鼎,ひつりょくこうてい,https://www.kanjipedia.jp//kotoba/0007484000
人身御供,ひとみごくう,https://www.kanjipedia.jp//kotoba/0003692700
飛兎竜文,ひとりゅうぶん,https://www.kanjipedia.jp//kotoba/0005821300
肥肉厚酒,ひにくこうしゅ,https://www.kanjipedia.jp//kotoba/0005808100
被髪纓冠,ひはつえいかん,https://www.kanjipedia.jp//kotoba/0005830600
被髪文身,ひはつぶんしん,https://www.kanjipedia.jp//kotoba/0005830700
悲憤慷慨,ひふんこうがい,https://www.kanjipedia.jp//kotoba/0005834900
微妙玄通,びみょうげんつう,https://www.kanjipedia.jp//kotoba/0005880900
眉目秀麗,ビモクシュウレイ,https://www.kanjipedia.jp//kotoba/0005866800
百依百順,ひゃくいひゃくじゅん,https://www.kanjipedia.jp//kotoba/0005920900
百載無窮,ひゃくさいむきゅう,https://www.kanjipedia.jp//kotoba/0005921100
百世不磨,ひゃくせいふま,https://www.kanjipedia.jp//kotoba/0005921500
百尺竿頭,ひゃくせきかんとう,https://www.kanjipedia.jp//kotoba/0007475700
百折不挫,ひゃくせつふざ,https://www.kanjipedia.jp//kotoba/0005921700
百川帰海,ひゃくせんきかい,https://www.kanjipedia.jp//kotoba/0005921900
